date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA
5/2/2014,11413,Friday,7,5,2014,d_1190,,,,,1
5/3/2014,11414,Saturday,1,5,2014,d_1191,,,,,1
5/4/2014,11414,Sunday,2,5,2014,d_1192,,,,,1
5/5/2014,11414,Monday,3,5,2014,d_1193,Cinco De Mayo,Cultural,,,1
5/6/2014,11414,Tuesday,4,5,2014,d_1194,,,,,1
5/7/2014,11414,Wednesday,5,5,2014,d_1195,,,,,1
5/8/2014,11414,Thursday,6,5,2014,d_1196,,,,,1
5/9/2014,11414,Friday,7,5,2014,d_1197,,,,,1
5/10/2014,11415,Saturday,1,5,2014,d_1198,,,,,1
5/11/2014,11415,Sunday,2,5,2014,d_1199,Mother's day,Cultural,,,0
5/12/2014,11415,Monday,3,5,2014,d_1200,,,,,0
5/13/2014,11415,Tuesday,4,5,2014,d_1201,,,,,0
5/14/2014,11415,Wednesday,5,5,2014,d_1202,,,,,0
5/15/2014,11415,Thursday,6,5,2014,d_1203,,,,,0
5/16/2014,11415,Friday,7,5,2014,d_1204,,,,,0
5/17/2014,11416,Saturday,1,5,2014,d_1205,,,,,0
5/18/2014,11416,Sunday,2,5,2014,d_1206,,,,,0
5/19/2014,11416,Monday,3,5,2014,d_1207,,,,,0
5/20/2014,11416,Tuesday,4,5,2014,d_1208,,,,,0
5/21/2014,11416,Wednesday,5,5,2014,d_1209,,,,,0
5/22/2014,11416,Thursday,6,5,2014,d_1210,,,,,0
5/23/2014,11416,Friday,7,5,2014,d_1211,,,,,0
5/24/2014,11417,Saturday,1,5,2014,d_1212,,,,,0
5/25/2014,11417,Sunday,2,5,2014,d_1213,,,,,0
5/26/2014,11417,Monday,3,5,2014,d_1214,MemorialDay,National,,,0
5/27/2014,11417,Tuesday,4,5,2014,d_1215,,,,,0
5/28/2014,11417,Wednesday,5,5,2014,d_1216,,,,,0
5/29/2014,11417,Thursday,6,5,2014,d_1217,,,,,0
5/30/2014,11417,Friday,7,5,2014,d_1218,,,,,0
5/31/2014,11418,Saturday,1,5,2014,d_1219,,,,,0
6/1/2014,11418,Sunday,2,6,2014,d_1220,,,,,1
6/2/2014,11418,Monday,3,6,2014,d_1221,,,,,1
6/3/2014,11418,Tuesday,4,6,2014,d_1222,,,,,1
6/4/2014,11418,Wednesday,5,6,2014,d_1223,,,,,1
6/5/2014,11418,Thursday,6,6,2014,d_1224,NBAFinalsStart,Sporting,,,1
6/6/2014,11418,Friday,7,6,2014,d_1225,,,,,1
6/7/2014,11419,Saturday,1,6,2014,d_1226,,,,,1
6/8/2014,11419,Sunday,2,6,2014,d_1227,,,,,1
6/9/2014,11419,Monday,3,6,2014,d_1228,,,,,1
6/10/2014,11419,Tuesday,4,6,2014,d_1229,,,,,1
6/11/2014,11419,Wednesday,5,6,2014,d_1230,,,,,0
6/12/2014,11419,Thursday,6,6,2014,d_1231,,,,,0
6/13/2014,11419,Friday,7,6,2014,d_1232,,,,,0
6/14/2014,11420,Saturday,1,6,2014,d_1233,,,,,0
6/15/2014,11420,Sunday,2,6,2014,d_1234,NBAFinalsEnd,Sporting,Father's day,Cultural,0
6/16/2014,11420,Monday,3,6,2014,d_1235,,,,,0
6/17/2014,11420,Tuesday,4,6,2014,d_1236,,,,,0
6/18/2014,11420,Wednesday,5,6,2014,d_1237,,,,,0
6/19/2014,11420,Thursday,6,6,2014,d_1238,,,,,0
6/20/2014,11420,Friday,7,6,2014,d_1239,,,,,0
6/21/2014,11421,Saturday,1,6,2014,d_1240,,,,,0
6/22/2014,11421,Sunday,2,6,2014,d_1241,,,,,0
6/23/2014,11421,Monday,3,6,2014,d_1242,,,,,0
6/24/2014,11421,Tuesday,4,6,2014,d_1243,,,,,0
6/25/2014,11421,Wednesday,5,6,2014,d_1244,,,,,0
6/26/2014,11421,Thursday,6,6,2014,d_1245,,,,,0
6/27/2014,11421,Friday,7,6,2014,d_1246,,,,,0
6/28/2014,11422,Saturday,1,6,2014,d_1247,,,,,0
6/29/2014,11422,Sunday,2,6,2014,d_1248,Ramadan starts,Religious,,,0
6/30/2014,11422,Monday,3,6,2014,d_1249,,,,,0
7/1/2014,11422,Tuesday,4,7,2014,d_1250,,,,,1
7/2/2014,11422,Wednesday,5,7,2014,d_1251,,,,,1
7/3/2014,11422,Thursday,6,7,2014,d_1252,,,,,1
7/4/2014,11422,Friday,7,7,2014,d_1253,IndependenceDay,National,,,1
7/5/2014,11423,Saturday,1,7,2014,d_1254,,,,,1
7/6/2014,11423,Sunday,2,7,2014,d_1255,,,,,1
7/7/2014,11423,Monday,3,7,2014,d_1256,,,,,1
7/8/2014,11423,Tuesday,4,7,2014,d_1257,,,,,1
7/9/2014,11423,Wednesday,5,7,2014,d_1258,,,,,1
7/10/2014,11423,Thursday,6,7,2014,d_1259,,,,,1
7/11/2014,11423,Friday,7,7,2014,d_1260,,,,,0
7/12/2014,11424,Saturday,1,7,2014,d_1261,,,,,0
7/13/2014,11424,Sunday,2,7,2014,d_1262,,,,,0
7/14/2014,11424,Monday,3,7,2014,d_1263,,,,,0
7/15/2014,11424,Tuesday,4,7,2014,d_1264,,,,,0
7/16/2014,11424,Wednesday,5,7,2014,d_1265,,,,,0
7/17/2014,11424,Thursday,6,7,2014,d_1266,,,,,0
7/18/2014,11424,Friday,7,7,2014,d_1267,,,,,0
7/19/2014,11425,Saturday,1,7,2014,d_1268,,,,,0
7/20/2014,11425,Sunday,2,7,2014,d_1269,,,,,0
7/21/2014,11425,Monday,3,7,2014,d_1270,,,,,0
7/22/2014,11425,Tuesday,4,7,2014,d_1271,,,,,0
7/23/2014,11425,Wednesday,5,7,2014,d_1272,,,,,0
7/24/2014,11425,Thursday,6,7,2014,d_1273,,,,,0
7/25/2014,11425,Friday,7,7,2014,d_1274,,,,,0
7/26/2014,11426,Saturday,1,7,2014,d_1275,,,,,0
7/27/2014,11426,Sunday,2,7,2014,d_1276,,,,,0
7/28/2014,11426,Monday,3,7,2014,d_1277,,,,,0
7/29/2014,11426,Tuesday,4,7,2014,d_1278,Eid al-Fitr,Religious,,,0
7/30/2014,11426,Wednesday,5,7,2014,d_1279,,,,,0
7/31/2014,11426,Thursday,6,7,2014,d_1280,,,,,0
8/1/2014,11426,Friday,7,8,2014,d_1281,,,,,1
8/2/2014,11427,Saturday,1,8,2014,d_1282,,,,,1
8/3/2014,11427,Sunday,2,8,2014,d_1283,,,,,1
8/4/2014,11427,Monday,3,8,2014,d_1284,,,,,1
8/5/2014,11427,Tuesday,4,8,2014,d_1285,,,,,1
8/6/2014,11427,Wednesday,5,8,2014,d_1286,,,,,1
8/7/2014,11427,Thursday,6,8,2014,d_1287,,,,,1
8/8/2014,11427,Friday,7,8,2014,d_1288,,,,,1
8/9/2014,11428,Saturday,1,8,2014,d_1289,,,,,1
8/10/2014,11428,Sunday,2,8,2014,d_1290,,,,,1
8/11/2014,11428,Monday,3,8,2014,d_1291,,,,,0
8/12/2014,11428,Tuesday,4,8,2014,d_1292,,,,,0
8/13/2014,11428,Wednesday,5,8,2014,d_1293,,,,,0
8/14/2014,11428,Thursday,6,8,2014,d_1294,,,,,0
8/15/2014,11428,Friday,7,8,2014,d_1295,,,,,0
8/16/2014,11429,Saturday,1,8,2014,d_1296,,,,,0
8/17/2014,11429,Sunday,2,8,2014,d_1297,,,,,0
8/18/2014,11429,Monday,3,8,2014,d_1298,,,,,0
8/19/2014,11429,Tuesday,4,8,2014,d_1299,,,,,0
8/20/2014,11429,Wednesday,5,8,2014,d_1300,,,,,0
8/21/2014,11429,Thursday,6,8,2014,d_1301,,,,,0
8/22/2014,11429,Friday,7,8,2014,d_1302,,,,,0
8/23/2014,11430,Saturday,1,8,2014,d_1303,,,,,0
8/24/2014,11430,Sunday,2,8,2014,d_1304,,,,,0
8/25/2014,11430,Monday,3,8,2014,d_1305,,,,,0
8/26/2014,11430,Tuesday,4,8,2014,d_1306,,,,,0
8/27/2014,11430,Wednesday,5,8,2014,d_1307,,,,,0
8/28/2014,11430,Thursday,6,8,2014,d_1308,,,,,0
8/29/2014,11430,Friday,7,8,2014,d_1309,,,,,0
8/30/2014,11431,Saturday,1,8,2014,d_1310,,,,,0
8/31/2014,11431,Sunday,2,8,2014,d_1311,,,,,0
9/1/2014,11431,Monday,3,9,2014,d_1312,LaborDay,National,,,1
9/2/2014,11431,Tuesday,4,9,2014,d_1313,,,,,1
9/3/2014,11431,Wednesday,5,9,2014,d_1314,,,,,1
9/4/2014,11431,Thursday,6,9,2014,d_1315,,,,,1
9/5/2014,11431,Friday,7,9,2014,d_1316,,,,,1
9/6/2014,11432,Saturday,1,9,2014,d_1317,,,,,1
9/7/2014,11432,Sunday,2,9,2014,d_1318,,,,,1
9/8/2014,11432,Monday,3,9,2014,d_1319,,,,,1
9/9/2014,11432,Tuesday,4,9,2014,d_1320,,,,,1
9/10/2014,11432,Wednesday,5,9,2014,d_1321,,,,,1
9/11/2014,11432,Thursday,6,9,2014,d_1322,,,,,0
9/12/2014,11432,Friday,7,9,2014,d_1323,,,,,0
9/13/2014,11433,Saturday,1,9,2014,d_1324,,,,,0
9/14/2014,11433,Sunday,2,9,2014,d_1325,,,,,0
9/15/2014,11433,Monday,3,9,2014,d_1326,,,,,0
9/16/2014,11433,Tuesday,4,9,2014,d_1327,,,,,0
9/17/2014,11433,Wednesday,5,9,2014,d_1328,,,,,0
9/18/2014,11433,Thursday,6,9,2014,d_1329,,,,,0
9/19/2014,11433,Friday,7,9,2014,d_1330,,,,,0
9/20/2014,11434,Saturday,1,9,2014,d_1331,,,,,0
9/21/2014,11434,Sunday,2,9,2014,d_1332,,,,,0
9/22/2014,11434,Monday,3,9,2014,d_1333,,,,,0
9/23/2014,11434,Tuesday,4,9,2014,d_1334,,,,,0
9/24/2014,11434,Wednesday,5,9,2014,d_1335,,,,,0
9/25/2014,11434,Thursday,6,9,2014,d_1336,,,,,0
9/26/2014,11434,Friday,7,9,2014,d_1337,,,,,0
9/27/2014,11435,Saturday,1,9,2014,d_1338,,,,,0
9/28/2014,11435,Sunday,2,9,2014,d_1339,,,,,0
9/29/2014,11435,Monday,3,9,2014,d_1340,,,,,0
9/30/2014,11435,Tuesday,4,9,2014,d_1341,,,,,0
10/1/2014,11435,Wednesday,5,10,2014,d_1342,,,,,1
10/2/2014,11435,Thursday,6,10,2014,d_1343,,,,,1
10/3/2014,11435,Friday,7,10,2014,d_1344,,,,,1
10/4/2014,11436,Saturday,1,10,2014,d_1345,EidAlAdha,Religious,,,1
10/5/2014,11436,Sunday,2,10,2014,d_1346,,,,,1
10/6/2014,11436,Monday,3,10,2014,d_1347,,,,,1
10/7/2014,11436,Tuesday,4,10,2014,d_1348,,,,,1
10/8/2014,11436,Wednesday,5,10,2014,d_1349,,,,,1
10/9/2014,11436,Thursday,6,10,2014,d_1350,,,,,1
10/10/2014,11436,Friday,7,10,2014,d_1351,,,,,1
10/11/2014,11437,Saturday,1,10,2014,d_1352,,,,,0
10/12/2014,11437,Sunday,2,10,2014,d_1353,,,,,0
10/13/2014,11437,Monday,3,10,2014,d_1354,ColumbusDay,National,,,0
10/14/2014,11437,Tuesday,4,10,2014,d_1355,,,,,0
10/15/2014,11437,Wednesday,5,10,2014,d_1356,,,,,0
10/16/2014,11437,Thursday,6,10,2014,d_1357,,,,,0
10/17/2014,11437,Friday,7,10,2014,d_1358,,,,,0
10/18/2014,11438,Saturday,1,10,2014,d_1359,,,,,0
10/19/2014,11438,Sunday,2,10,2014,d_1360,,,,,0
10/20/2014,11438,Monday,3,10,2014,d_1361,,,,,0
10/21/2014,11438,Tuesday,4,10,2014,d_1362,,,,,0
10/22/2014,11438,Wednesday,5,10,2014,d_1363,,,,,0
10/23/2014,11438,Thursday,6,10,2014,d_1364,,,,,0
10/24/2014,11438,Friday,7,10,2014,d_1365,,,,,0
10/25/2014,11439,Saturday,1,10,2014,d_1366,,,,,0
10/26/2014,11439,Sunday,2,10,2014,d_1367,,,,,0
10/27/2014,11439,Monday,3,10,2014,d_1368,,,,,0
10/28/2014,11439,Tuesday,4,10,2014,d_1369,,,,,0
10/29/2014,11439,Wednesday,5,10,2014,d_1370,,,,,0
10/30/2014,11439,Thursday,6,10,2014,d_1371,,,,,0
10/31/2014,11439,Friday,7,10,2014,d_1372,Halloween,Cultural,,,0
11/1/2014,11440,Saturday,1,11,2014,d_1373,,,,,1
11/2/2014,11440,Sunday,2,11,2014,d_1374,,,,,1
11/3/2014,11440,Monday,3,11,2014,d_1375,,,,,1
11/4/2014,11440,Tuesday,4,11,2014,d_1376,,,,,1
11/5/2014,11440,Wednesday,5,11,2014,d_1377,,,,,1
11/6/2014,11440,Thursday,6,11,2014,d_1378,,,,,1
11/7/2014,11440,Friday,7,11,2014,d_1379,,,,,1
11/8/2014,11441,Saturday,1,11,2014,d_1380,,,,,1
11/9/2014,11441,Sunday,2,11,2014,d_1381,,,,,1
11/10/2014,11441,Monday,3,11,2014,d_1382,,,,,1
11/11/2014,11441,Tuesday,4,11,2014,d_1383,VeteransDay,National,,,0
11/12/2014,11441,Wednesday,5,11,2014,d_1384,,,,,0
11/13/2014,11441,Thursday,6,11,2014,d_1385,,,,,0
11/14/2014,11441,Friday,7,11,2014,d_1386,,,,,0
11/15/2014,11442,Saturday,1,11,2014,d_1387,,,,,0
11/16/2014,11442,Sunday,2,11,2014,d_1388,,,,,0
11/17/2014,11442,Monday,3,11,2014,d_1389,,,,,0
11/18/2014,11442,Tuesday,4,11,2014,d_1390,,,,,0
11/19/2014,11442,Wednesday,5,11,2014,d_1391,,,,,0
11/20/2014,11442,Thursday,6,11,2014,d_1392,,,,,0
11/21/2014,11442,Friday,7,11,2014,d_1393,,,,,0
11/22/2014,11443,Saturday,1,11,2014,d_1394,,,,,0
11/23/2014,11443,Sunday,2,11,2014,d_1395,,,,,0
11/24/2014,11443,Monday,3,11,2014,d_1396,,,,,0
11/25/2014,11443,Tuesday,4,11,2014,d_1397,,,,,0
11/26/2014,11443,Wednesday,5,11,2014,d_1398,,,,,0
11/27/2014,11443,Thursday,6,11,2014,d_1399,Thanksgiving,National,,,0
11/28/2014,11443,Friday,7,11,2014,d_1400,,,,,0
11/29/2014,11444,Saturday,1,11,2014,d_1401,,,,,0
11/30/2014,11444,Sunday,2,11,2014,d_1402,,,,,0
12/1/2014,11444,Monday,3,12,2014,d_1403,,,,,1
12/2/2014,11444,Tuesday,4,12,2014,d_1404,,,,,1
12/3/2014,11444,Wednesday,5,12,2014,d_1405,,,,,1
12/4/2014,11444,Thursday,6,12,2014,d_1406,,,,,1
12/5/2014,11444,Friday,7,12,2014,d_1407,,,,,1
12/6/2014,11445,Saturday,1,12,2014,d_1408,,,,,1
12/7/2014,11445,Sunday,2,12,2014,d_1409,,,,,1
12/8/2014,11445,Monday,3,12,2014,d_1410,,,,,1
12/9/2014,11445,Tuesday,4,12,2014,d_1411,,,,,1
12/10/2014,11445,Wednesday,5,12,2014,d_1412,,,,,1
12/11/2014,11445,Thursday,6,12,2014,d_1413,,,,,0
12/12/2014,11445,Friday,7,12,2014,d_1414,,,,,0
12/13/2014,11446,Saturday,1,12,2014,d_1415,,,,,0
12/14/2014,11446,Sunday,2,12,2014,d_1416,,,,,0
12/15/2014,11446,Monday,3,12,2014,d_1417,,,,,0
12/16/2014,11446,Tuesday,4,12,2014,d_1418,,,,,0
12/17/2014,11446,Wednesday,5,12,2014,d_1419,,,,,0
12/18/2014,11446,Thursday,6,12,2014,d_1420,,,,,0
12/19/2014,11446,Friday,7,12,2014,d_1421,,,,,0
12/20/2014,11447,Saturday,1,12,2014,d_1422,,,,,0
12/21/2014,11447,Sunday,2,12,2014,d_1423,,,,,0
12/22/2014,11447,Monday,3,12,2014,d_1424,,,,,0
12/23/2014,11447,Tuesday,4,12,2014,d_1425,,,,,0
12/24/2014,11447,Wednesday,5,12,2014,d_1426,Chanukah End,Religious,,,0
12/25/2014,11447,Thursday,6,12,2014,d_1427,Christmas,National,,,0
12/26/2014,11447,Friday,7,12,2014,d_1428,,,,,0
12/27/2014,11448,Saturday,1,12,2014,d_1429,,,,,0
12/28/2014,11448,Sunday,2,12,2014,d_1430,,,,,0
12/29/2014,11448,Monday,3,12,2014,d_1431,,,,,0
12/30/2014,11448,Tuesday,4,12,2014,d_1432,,,,,0
12/31/2014,11448,Wednesday,5,12,2014,d_1433,,,,,0
1/1/2015,11448,Thursday,6,1,2015,d_1434,NewYear,National,,,1
1/2/2015,11448,Friday,7,1,2015,d_1435,,,,,1
1/3/2015,11449,Saturday,1,1,2015,d_1436,,,,,1
1/4/2015,11449,Sunday,2,1,2015,d_1437,,,,,1
1/5/2015,11449,Monday,3,1,2015,d_1438,,,,,1
1/6/2015,11449,Tuesday,4,1,2015,d_1439,,,,,1
1/7/2015,11449,Wednesday,5,1,2015,d_1440,OrthodoxChristmas,Religious,,,1
1/8/2015,11449,Thursday,6,1,2015,d_1441,,,,,1
1/9/2015,11449,Friday,7,1,2015,d_1442,,,,,1
1/10/2015,11450,Saturday,1,1,2015,d_1443,,,,,1
1/11/2015,11450,Sunday,2,1,2015,d_1444,,,,,0
1/12/2015,11450,Monday,3,1,2015,d_1445,,,,,0
1/13/2015,11450,Tuesday,4,1,2015,d_1446,,,,,0
1/14/2015,11450,Wednesday,5,1,2015,d_1447,,,,,0
1/15/2015,11450,Thursday,6,1,2015,d_1448,,,,,0
1/16/2015,11450,Friday,7,1,2015,d_1449,,,,,0
1/17/2015,11451,Saturday,1,1,2015,d_1450,,,,,0
1/18/2015,11451,Sunday,2,1,2015,d_1451,,,,,0
1/19/2015,11451,Monday,3,1,2015,d_1452,MartinLutherKingDay,National,,,0
1/20/2015,11451,Tuesday,4,1,2015,d_1453,,,,,0
1/21/2015,11451,Wednesday,5,1,2015,d_1454,,,,,0
1/22/2015,11451,Thursday,6,1,2015,d_1455,,,,,0
1/23/2015,11451,Friday,7,1,2015,d_1456,,,,,0
1/24/2015,11452,Saturday,1,1,2015,d_1457,,,,,0
1/25/2015,11452,Sunday,2,1,2015,d_1458,,,,,0
1/26/2015,11452,Monday,3,1,2015,d_1459,,,,,0
1/27/2015,11452,Tuesday,4,1,2015,d_1460,,,,,0
1/28/2015,11452,Wednesday,5,1,2015,d_1461,,,,,0
1/29/2015,11452,Thursday,6,1,2015,d_1462,,,,,0
1/30/2015,11452,Friday,7,1,2015,d_1463,,,,,0
1/31/2015,11501,Saturday,1,1,2015,d_1464,,,,,0
2/1/2015,11501,Sunday,2,2,2015,d_1465,SuperBowl,Sporting,,,1
2/2/2015,11501,Monday,3,2,2015,d_1466,,,,,1
2/3/2015,11501,Tuesday,4,2,2015,d_1467,,,,,1
2/4/2015,11501,Wednesday,5,2,2015,d_1468,,,,,1
2/5/2015,11501,Thursday,6,2,2015,d_1469,,,,,1
2/6/2015,11501,Friday,7,2,2015,d_1470,,,,,1
2/7/2015,11502,Saturday,1,2,2015,d_1471,,,,,1
2/8/2015,11502,Sunday,2,2,2015,d_1472,,,,,1
2/9/2015,11502,Monday,3,2,2015,d_1473,,,,,1
2/10/2015,11502,Tuesday,4,2,2015,d_1474,,,,,1
2/11/2015,11502,Wednesday,5,2,2015,d_1475,,,,,0
2/12/2015,11502,Thursday,6,2,2015,d_1476,,,,,0
2/13/2015,11502,Friday,7,2,2015,d_1477,,,,,0
2/14/2015,11503,Saturday,1,2,2015,d_1478,ValentinesDay,Cultural,,,0
2/15/2015,11503,Sunday,2,2,2015,d_1479,,,,,0
2/16/2015,11503,Monday,3,2,2015,d_1480,PresidentsDay,National,,,0
2/17/2015,11503,Tuesday,4,2,2015,d_1481,,,,,0
2/18/2015,11503,Wednesday,5,2,2015,d_1482,LentStart,Religious,,,0
2/19/2015,11503,Thursday,6,2,2015,d_1483,,,,,0
2/20/2015,11503,Friday,7,2,2015,d_1484,,,,,0
2/21/2015,11504,Saturday,1,2,2015,d_1485,,,,,0
2/22/2015,11504,Sunday,2,2,2015,d_1486,,,,,0
2/23/2015,11504,Monday,3,2,2015,d_1487,,,,,0
2/24/2015,11504,Tuesday,4,2,2015,d_1488,,,,,0
2/25/2015,11504,Wednesday,5,2,2015,d_1489,LentWeek2,Religious,,,0
2/26/2015,11504,Thursday,6,2,2015,d_1490,,,,,0
2/27/2015,11504,Friday,7,2,2015,d_1491,,,,,0
2/28/2015,11505,Saturday,1,2,2015,d_1492,,,,,0
3/1/2015,11505,Sunday,2,3,2015,d_1493,,,,,1
3/2/2015,11505,Monday,3,3,2015,d_1494,,,,,1
3/3/2015,11505,Tuesday,4,3,2015,d_1495,,,,,1
3/4/2015,11505,Wednesday,5,3,2015,d_1496,,,,,1
3/5/2015,11505,Thursday,6,3,2015,d_1497,Purim End,Religious,,,1
3/6/2015,11505,Friday,7,3,2015,d_1498,,,,,1
3/7/2015,11506,Saturday,1,3,2015,d_1499,,,,,1
3/8/2015,11506,Sunday,2,3,2015,d_1500,,,,,1
3/9/2015,11506,Monday,3,3,2015,d_1501,,,,,1
3/10/2015,11506,Tuesday,4,3,2015,d_1502,,,,,1
3/11/2015,11506,Wednesday,5,3,2015,d_1503,,,,,0
3/12/2015,11506,Thursday,6,3,2015,d_1504,,,,,0
3/13/2015,11506,Friday,7,3,2015,d_1505,,,,,0
3/14/2015,11507,Saturday,1,3,2015,d_1506,,,,,0
3/15/2015,11507,Sunday,2,3,2015,d_1507,,,,,0
3/16/2015,11507,Monday,3,3,2015,d_1508,,,,,0
3/17/2015,11507,Tuesday,4,3,2015,d_1509,StPatricksDay,Cultural,,,0
3/18/2015,11507,Wednesday,5,3,2015,d_1510,,,,,0
3/19/2015,11507,Thursday,6,3,2015,d_1511,,,,,0
3/20/2015,11507,Friday,7,3,2015,d_1512,,,,,0
3/21/2015,11508,Saturday,1,3,2015,d_1513,,,,,0
3/22/2015,11508,Sunday,2,3,2015,d_1514,,,,,0
3/23/2015,11508,Monday,3,3,2015,d_1515,,,,,0
3/24/2015,11508,Tuesday,4,3,2015,d_1516,,,,,0
3/25/2015,11508,Wednesday,5,3,2015,d_1517,,,,,0
3/26/2015,11508,Thursday,6,3,2015,d_1518,,,,,0
3/27/2015,11508,Friday,7,3,2015,d_1519,,,,,0
3/28/2015,11509,Saturday,1,3,2015,d_1520,,,,,0
3/29/2015,11509,Sunday,2,3,2015,d_1521,,,,,0
3/30/2015,11509,Monday,3,3,2015,d_1522,,,,,0
3/31/2015,11509,Tuesday,4,3,2015,d_1523,,,,,0
4/1/2015,11509,Wednesday,5,4,2015,d_1524,,,,,1
4/2/2015,11509,Thursday,6,4,2015,d_1525,,,,,1
4/3/2015,11509,Friday,7,4,2015,d_1526,,,,,1
4/4/2015,11510,Saturday,1,4,2015,d_1527,,,,,1
4/5/2015,11510,Sunday,2,4,2015,d_1528,Easter,Cultural,,,1
4/6/2015,11510,Monday,3,4,2015,d_1529,,,,,1
4/7/2015,11510,Tuesday,4,4,2015,d_1530,,,,,1
4/8/2015,11510,Wednesday,5,4,2015,d_1531,,,,,1
4/9/2015,11510,Thursday,6,4,2015,d_1532,,,,,1
4/10/2015,11510,Friday,7,4,2015,d_1533,,,,,1
4/11/2015,11511,Saturday,1,4,2015,d_1534,Pesach End,Religious,,,0
4/12/2015,11511,Sunday,2,4,2015,d_1535,OrthodoxEaster,Religious,,,0
4/13/2015,11511,Monday,3,4,2015,d_1536,,,,,0
4/14/2015,11511,Tuesday,4,4,2015,d_1537,,,,,0
4/15/2015,11511,Wednesday,5,4,2015,d_1538,,,,,0
4/16/2015,11511,Thursday,6,4,2015,d_1539,,,,,0
4/17/2015,11511,Friday,7,4,2015,d_1540,,,,,0
4/18/2015,11512,Saturday,1,4,2015,d_1541,,,,,0
4/19/2015,11512,Sunday,2,4,2015,d_1542,,,,,0
4/20/2015,11512,Monday,3,4,2015,d_1543,,,,,0
4/21/2015,11512,Tuesday,4,4,2015,d_1544,,,,,0
4/22/2015,11512,Wednesday,5,4,2015,d_1545,,,,,0
4/23/2015,11512,Thursday,6,4,2015,d_1546,,,,,0
4/24/2015,11512,Friday,7,4,2015,d_1547,,,,,0
4/25/2015,11513,Saturday,1,4,2015,d_1548,,,,,0
4/26/2015,11513,Sunday,2,4,2015,d_1549,,,,,0
4/27/2015,11513,Monday,3,4,2015,d_1550,,,,,0
4/28/2015,11513,Tuesday,4,4,2015,d_1551,,,,,0
4/29/2015,11513,Wednesday,5,4,2015,d_1552,,,,,0
4/30/2015,11513,Thursday,6,4,2015,d_1553,,,,,0
5/1/2015,11513,Friday,7,5,2015,d_1554,,,,,1
5/2/2015,11514,Saturday,1,5,2015,d_1555,,,,,1
5/3/2015,11514,Sunday,2,5,2015,d_1556,,,,,1
5/4/2015,11514,Monday,3,5,2015,d_1557,,,,,1
5/5/2015,11514,Tuesday,4,5,2015,d_1558,Cinco De Mayo,Cultural,,,1
5/6/2015,11514,Wednesday,5,5,2015,d_1559,,,,,1
5/7/2015,11514,Thursday,6,5,2015,d_1560,,,,,1
5/8/2015,11514,Friday,7,5,2015,d_1561,,,,,1
5/9/2015,11515,Saturday,1,5,2015,d_1562,,,,,1
5/10/2015,11515,Sunday,2,5,2015,d_1563,Mother's day,Cultural,,,1
5/11/2015,11515,Monday,3,5,2015,d_1564,,,,,0
5/12/2015,11515,Tuesday,4,5,2015,d_1565,,,,,0
5/13/2015,11515,Wednesday,5,5,2015,d_1566,,,,,0
5/14/2015,11515,Thursday,6,5,2015,d_1567,,,,,0
5/15/2015,11515,Friday,7,5,2015,d_1568,,,,,0
5/16/2015,11516,Saturday,1,5,2015,d_1569,,,,,0
5/17/2015,11516,Sunday,2,5,2015,d_1570,,,,,0
5/18/2015,11516,Monday,3,5,2015,d_1571,,,,,0
5/19/2015,11516,Tuesday,4,5,2015,d_1572,,,,,0
5/20/2015,11516,Wednesday,5,5,2015,d_1573,,,,,0
5/21/2015,11516,Thursday,6,5,2015,d_1574,,,,,0
5/22/2015,11516,Friday,7,5,2015,d_1575,,,,,0
5/23/2015,11517,Saturday,1,5,2015,d_1576,,,,,0
5/24/2015,11517,Sunday,2,5,2015,d_1577,,,,,0
5/25/2015,11517,Monday,3,5,2015,d_1578,MemorialDay,National,,,0
5/26/2015,11517,Tuesday,4,5,2015,d_1579,,,,,0
